City,Sub_Area,Property_Type,Land_Type,BHK,Year_Listed,Price
Chittoor,Chittoor City,Land,Agricultural,0,2023,4056000.0
Eluru,Chintalapudi Road,Land,Industrial,0,2023,22539000.0
Kurnool,Kurnool City,Residency,Residential,2,2015,21299000.0
Vijayawada,Gannavaram,Land,Commercial,0,2018,21350000.0
Vizianagaram,Bondapalli,Land,Industrial,0,2024,19082000.0
Srikakulam,Arasavilli,Land,Industrial,0,2023,18025000.0
Visakhapatnam,Pendurthi,Land,Residential,0,2022,7111000.0
Nellore,Balaji Nagar,Residency,Residential,2,2018,16313000.0
Chittoor,Puttur Road,Land,Residential,0,2016,4937000.0
Nellore,Balaji Nagar,Land,Agricultural,0,2015,5409000.0
Ongole,Pernamitta,Residency,Residential,4,2022,17345000.0
Eluru,Eluru City,Residency,Residential,2,2017,18632000.0
Ongole,Ongole City,Land,Industrial,0,2019,10489000.0
Chittoor,Chittoor City,Residency,Residential,1,2021,6862000.0
Ongole,Bhagya Nagar,Land,Commercial,0,2021,13211000.0
Vizianagaram,Bondapalli,Land,Industrial,0,2016,12566000.0
Kakinada,Boat Club,Residency,Residential,4,2021,23842000.0
Visakhapatnam,Gajuwaka,Residency,Residential,2,2017,6085000.0
Srikakulam,Amadalavalasa Road,Residency,Residential,3,2023,32157000.0
Kadapa,Akkayapalli,Residency,Residential,5,2018,16693000.0
Chittoor,Puttur Road,Land,Commercial,0,2019,8957000.0
Srikakulam,Balaga,Residency,Residential,5,2017,27432000.0
Vijayawada,Gunadala,Land,Industrial,0,2019,16273000.0
Srikakulam,Palakonda Road,Land,Agricultural,0,2021,9969000.0
Rajahmundry,Diwancheruvu,Residency,Residential,2,2019,20434000.0
Ongole,Bhagya Nagar,Residency,Residential,5,2018,20124000.0
Visakhapatnam,Seethammadhara,Residency,Residential,2,2022,8159000.0
Tirupati,Renigunta,Residency,Residential,3,2023,29021000.0
Kadapa,Chinna Chowk,Residency,Residential,4,2019,14247000.0
Visakhapatnam,Kurmannapalem,Land,Industrial,0,2015,5895000.0
Kurnool,Kallur,Land,Commercial,0,2019,18199000.0
Kakinada,Jagannaickpur,Land,Residential,0,2020,14042000.0
Nellore,Mini Bypass,Land,Commercial,0,2017,14192000.0
Tirupati,Alipiri,Land,Residential,0,2023,15036000.0
Tirupati,Karakambadi,Residency,Residential,4,2019,36059000.0
Tirupati,Chandragiri,Land,Commercial,0,2016,21126000.0
Kakinada,Jagannaickpur,Residency,Residential,2,2018,19609000.0
Ongole,Koppolu,Land,Residential,0,2022,10992000.0
Kakinada,Ramanayyapeta,Residency,Residential,4,2018,23483000.0
Srikakulam,Day and Night Junction,Residency,Residential,1,2018,14384000.0
Kurnool,Panyam,Residency,Residential,1,2016,17057000.0
Vizianagaram,Poolbagh,Residency,Residential,3,2016,15127000.0
Anantapur,Sai Nagar,Land,Industrial,0,2016,12659000.0
Rajahmundry,Morampudi,Residency,Residential,1,2020,18710000.0
Vijayawada,Gollapudi,Land,Agricultural,0,2020,9017000.0
Vijayawada,Kanuru,Land,Agricultural,0,2015,5318000.0
Visakhapatnam,Muralinagar,Residency,Residential,2,2023,9472000.0
Visakhapatnam,Kurmannapalem,Residency,Residential,2,2020,8799000.0
Kakinada,Turangi,Residency,Residential,2,2022,20860000.0
Guntur,Pattabhipuram,Land,Residential,0,2016,6536000.0
Rajahmundry,Bommuru,Land,Agricultural,0,2018,8225000.0
Anantapur,Anantapur City,Land,Industrial,0,2019,17312000.0
Anantapur,Bukkarayasamudram,Residency,Residential,5,2020,32428000.0
Chittoor,Vellore Road,Residency,Residential,5,2022,15016000.0
Anantapur,Bukkarayasamudram,Land,Agricultural,0,2022,8717000.0
Ongole,Pernamitta,Residency,Residential,5,2017,16323000.0
Guntur,Amaravathi Road,Residency,Residential,5,2016,14574000.0
Visakhapatnam,Madhurawada,Residency,Residential,3,2024,9632000.0
Kakinada,Turangi,Residency,Residential,1,2016,12559000.0
Chittoor,Murakambattu,Land,Residential,0,2021,5351000.0
Kakinada,Turangi,Residency,Residential,5,2020,36418000.0
Vijayawada,Gollapudi,Land,Industrial,0,2024,24588000.0
Kadapa,Chinna Chowk,Residency,Residential,1,2023,8258000.0
Kakinada,Kakinada Port,Land,Agricultural,0,2019,6803000.0
Visakhapatnam,Pendurthi,Land,Agricultural,0,2016,2990000.0
Ongole,Pernamitta,Land,Agricultural,0,2020,4070000.0
Visakhapatnam,Rushikonda,Land,Residential,0,2018,4947000.0
Kurnool,Abbas Nagar,Residency,Residential,4,2018,34588000.0
Guntur,Nallapadu,Residency,Residential,5,2017,18821000.0
Kurnool,Joharapuram,Residency,Residential,1,2018,15519000.0
Eluru,Tangellamudi,Residency,Residential,5,2021,43387000.0
Guntur,Arundalpet,Residency,Residential,5,2018,14361000.0
Guntur,Amaravathi Road,Residency,Residential,1,2015,5721000.0
Eluru,Tangellamudi,Land,Industrial,0,2016,17418000.0
Eluru,Kaikaluru Road,Land,Residential,0,2021,15051000.0
Visakhapatnam,Rushikonda,Residency,Residential,5,2021,14867000.0
Eluru,Ashok Nagar,Residency,Residential,5,2024,36517000.0
Kakinada,Turangi,Land,Commercial,0,2021,21578000.0
Visakhapatnam,Kurmannapalem,Land,Agricultural,0,2022,4131000.0
Anantapur,Bukkarayasamudram,Land,Agricultural,0,2017,6649000.0
Visakhapatnam,Seethammadhara,Land,Industrial,0,2024,8196000.0
Srikakulam,Gujarathipeta,Residency,Residential,1,2018,12383000.0
Kadapa,Chinna Chowk,Land,Industrial,0,2017,6945000.0
Vijayawada,Poranki,Residency,Residential,5,2020,40136000.0
Guntur,Nallapadu,Residency,Residential,3,2016,13242000.0
Vijayawada,Kanuru,Residency,Residential,4,2024,32293000.0
Kakinada,Bhanugudi,Land,Residential,0,2020,10753000.0
Vijayawada,Kanuru,Land,Residential,0,2018,11109000.0
Kakinada,NFCL Road,Land,Residential,0,2016,11244000.0
Srikakulam,Gujarathipeta,Residency,Residential,1,2017,12050000.0
Vizianagaram,Denkada,Land,Residential,0,2017,10317000.0
Srikakulam,Arasavilli,Land,Commercial,0,2020,16170000.0
Chittoor,Puttur Road,Residency,Residential,4,2017,12269000.0
Srikakulam,Navabharat Junction,Residency,Residential,4,2022,30239000.0
Kakinada,NFCL Road,Residency,Residential,1,2018,14237000.0
Vijayawada,Kanuru,Residency,Residential,5,2015,25387000.0
Visakhapatnam,Seethammadhara,Residency,Residential,5,2021,14111000.0
Kurnool,C-Camp,Land,Residential,0,2019,15423000.0
Vijayawada,Bhavanipuram,Land,Residential,0,2022,16289000.0
Vizianagaram,Dharmapuri,Land,Agricultural,0,2015,4703000.0
Kadapa,Mydukur Road,Land,Agricultural,0,2023,5521000.0
Nellore,VRC Centre,Land,Commercial,0,2015,13190000.0
Vijayawada,Bhavanipuram,Residency,Residential,5,2024,43667000.0
Anantapur,Housing Board,Residency,Residential,5,2024,33391000.0
Ongole,Sujatha Nagar,Residency,Residential,2,2015,10604000.0
Guntur,Lakshmipuram,Residency,Residential,1,2024,9750000.0
Eluru,Ramachandra Rao Peta,Residency,Residential,5,2020,43089000.0
Vijayawada,Gunadala,Land,Industrial,0,2020,16926000.0
Rajahmundry,Prakash Nagar,Land,Residential,0,2016,10563000.0
Kakinada,Sambamurthy Nagar,Land,Commercial,0,2020,16995000.0
Kadapa,Nagarajupalli,Residency,Residential,3,2017,10490000.0
Eluru,Sanivarapupeta,Land,Commercial,0,2023,22744000.0
Eluru,Eluru City,Residency,Residential,5,2019,37812000.0
Eluru,Kaikaluru Road,Land,Agricultural,0,2022,9329000.0
Rajahmundry,Korukonda Road,Land,Agricultural,0,2020,9741000.0
Eluru,Sanivarapupeta,Land,Commercial,0,2022,19702000.0
Rajahmundry,Kotipalli,Residency,Residential,2,2024,29633000.0
Kurnool,Budhavarapeta,Land,Agricultural,0,2020,9193000.0
Kurnool,Abbas Nagar,Land,Commercial,0,2023,29165000.0
Kakinada,Indrapalem,Land,Agricultural,0,2024,9801000.0
Vizianagaram,Cantonment,Residency,Residential,4,2019,18731000.0
Ongole,Ongole City,Land,Commercial,0,2015,9221000.0
Vijayawada,Kanuru,Residency,Residential,2,2018,17295000.0
Visakhapatnam,Anakapalle,Land,Commercial,0,2018,8812000.0
Visakhapatnam,Steel Plant,Land,Agricultural,0,2024,5027000.0
Rajahmundry,Bommuru,Residency,Residential,5,2023,42927000.0
Guntur,Syamala Nagar,Residency,Residential,3,2022,15804000.0
Vijayawada,Patamata,Land,Agricultural,0,2022,7623000.0
Kakinada,Boat Club,Land,Industrial,0,2019,12272000.0
Vijayawada,Gannavaram,Residency,Residential,2,2020,24839000.0
Chittoor,Gangadhara Nellore,Residency,Residential,5,2015,13755000.0
Vijayawada,Benz Circle,Residency,Residential,4,2018,21550000.0
Anantapur,Bukkarayasamudram,Land,Industrial,0,2024,21253000.0
Kurnool,Kodumur,Land,Residential,0,2020,18067000.0
Tirupati,Korlagunta,Residency,Residential,2,2019,22887000.0
Chittoor,Greamspet,Land,Residential,0,2017,3838000.0
Kakinada,Turangi,Residency,Residential,4,2016,26405000.0
Ongole,Kurnool Road,Residency,Residential,1,2019,8682000.0
Vijayawada,Penamaluru,Residency,Residential,2,2018,17821000.0
Chittoor,Vellore Road,Land,Industrial,0,2017,6323000.0
Vijayawada,Patamata,Land,Industrial,0,2019,14158000.0
Vizianagaram,Dharmapuri,Residency,Residential,2,2017,12954000.0
Ongole,Santhapet,Land,Commercial,0,2024,13313000.0
Vizianagaram,Denkada,Land,Agricultural,0,2024,9674000.0
Eluru,Kaikaluru Road,Residency,Residential,3,2017,22062000.0
Ongole,Koppolu,Residency,Residential,4,2021,21721000.0
Kurnool,Kodumur,Land,Residential,0,2020,18981000.0
Vijayawada,Bhavanipuram,Residency,Residential,4,2022,32929000.0
Tirupati,MR Palli,Land,Residential,0,2020,16265000.0
Anantapur,Sai Nagar,Land,Residential,0,2023,14828000.0
Kakinada,NFCL Road,Land,Commercial,0,2022,23020000.0
Vizianagaram,Dharmapuri,Land,Industrial,0,2015,9800000.0
Tirupati,MR Palli,Residency,Residential,3,2021,30093000.0
Kurnool,Budhavarapeta,Residency,Residential,3,2018,25044000.0
Eluru,Ramachandra Rao Peta,Residency,Residential,5,2022,43142000.0
Rajahmundry,Lalacheruvu,Land,Commercial,0,2017,18331000.0
Srikakulam,Srikakulam City,Land,Commercial,0,2021,20392000.0
Guntur,Amaravathi Road,Land,Residential,0,2018,5798000.0
Anantapur,Maruthi Nagar,Residency,Residential,1,2016,10798000.0
Visakhapatnam,Pendurthi,Land,Residential,0,2019,6099000.0
Guntur,Syamala Nagar,Residency,Residential,4,2024,21159000.0
Vijayawada,Penamaluru,Residency,Residential,5,2020,33042000.0
Srikakulam,Day and Night Junction,Residency,Residential,1,2021,16259000.0
Eluru,Fathepur,Land,Industrial,0,2018,18105000.0
Nellore,Kovur,Residency,Residential,4,2023,33403000.0
Visakhapatnam,Muralinagar,Land,Commercial,0,2021,9283000.0
Anantapur,Anantapur City,Residency,Residential,4,2015,25594000.0
Rajahmundry,Korukonda Road,Residency,Residential,2,2020,22740000.0
Vizianagaram,Vizianagaram City,Residency,Residential,3,2019,19430000.0
Visakhapatnam,Muralinagar,Land,Commercial,0,2023,10347000.0
Nellore,Podalakur Road,Land,Commercial,0,2023,19319000.0
Nellore,Muthukur Road,Land,Agricultural,0,2023,9760000.0
Visakhapatnam,Muralinagar,Residency,Residential,1,2019,6693000.0
Ongole,Pernamitta,Land,Industrial,0,2023,10777000.0
Visakhapatnam,Gajuwaka,Land,Commercial,0,2019,6870000.0
Vijayawada,Bhavanipuram,Residency,Residential,4,2021,31463000.0
Tirupati,TUDA Layout,Residency,Residential,1,2019,18925000.0
Chittoor,Gangadhara Nellore,Residency,Residential,3,2021,12579000.0
Vizianagaram,Vizianagaram City,Land,Commercial,0,2018,15247000.0
Visakhapatnam,Steel Plant,Land,Industrial,0,2021,8898000.0
Tirupati,Renigunta,Residency,Residential,3,2019,24423000.0
Vijayawada,Benz Circle,Residency,Residential,5,2021,29384000.0
Kadapa,Ravindra Nagar,Land,Agricultural,0,2021,3825000.0
Kurnool,Budhavarapeta,Residency,Residential,5,2015,31167000.0
Kadapa,Yerramukkapalli,Residency,Residential,4,2021,12624000.0
Chittoor,Bangarupalem,Residency,Residential,4,2017,12323000.0
Kakinada,Sambamurthy Nagar,Land,Agricultural,0,2015,4831000.0
Eluru,Powerpet,Land,Commercial,0,2019,16587000.0
Tirupati,Bairagipatteda,Land,Residential,0,2023,21038000.0
Rajahmundry,Korukonda Road,Land,Agricultural,0,2022,10307000.0
Guntur,Arundalpet,Residency,Residential,4,2019,13329000.0
Rajahmundry,Diwancheruvu,Residency,Residential,3,2021,27333000.0
Rajahmundry,Diwancheruvu,Land,Industrial,0,2022,21009000.0
Ongole,Kurnool Road,Land,Industrial,0,2016,8393000.0
Chittoor,Kongareddy Palle,Land,Industrial,0,2023,7523000.0
Ongole,Kurnool Road,Residency,Residential,3,2023,15619000.0
Guntur,Brodipet,Land,Residential,0,2023,6890000.0
Vijayawada,Benz Circle,Land,Agricultural,0,2019,6114000.0
Nellore,Magunta Layout,Residency,Residential,5,2018,23516000.0
Kadapa,Akkayapalli,Residency,Residential,2,2022,10423000.0
Guntur,Tenali Road,Residency,Residential,3,2015,10897000.0
Kurnool,Joharapuram,Residency,Residential,3,2022,30414000.0
Eluru,Ashok Nagar,Land,Commercial,0,2024,23846000.0
Srikakulam,Navabharat Junction,Land,Industrial,0,2022,18795000.0
Eluru,Tangellamudi,Land,Industrial,0,2020,22231000.0
Srikakulam,Navabharat Junction,Residency,Residential,2,2020,18492000.0
Eluru,Kaikaluru Road,Residency,Residential,1,2019,15056000.0
Eluru,Powerpet,Land,Commercial,0,2015,13492000.0
Kadapa,Kamalapuram,Residency,Residential,2,2021,12166000.0
Rajahmundry,Lalacheruvu,Land,Agricultural,0,2019,8070000.0
Vijayawada,Poranki,Residency,Residential,1,2022,17020000.0
Tirupati,Padmavathi Puram,Land,Residential,0,2022,17068000.0
Anantapur,Anantapur City,Land,Industrial,0,2015,14182000.0
Visakhapatnam,Anakapalle,Residency,Residential,5,2020,17398000.0
Ongole,Pelluru,Residency,Residential,3,2021,17960000.0
Kakinada,Ramanayyapeta,Land,Commercial,0,2021,18917000.0
Vijayawada,Patamata,Residency,Residential,4,2022,27144000.0
Vizianagaram,Vizianagaram City,Residency,Residential,5,2018,27014000.0
Kurnool,Kurnool City,Land,Commercial,0,2015,19622000.0
Kurnool,Abbas Nagar,Land,Industrial,0,2024,27048000.0
Kadapa,Nagarajupalli,Land,Residential,0,2018,5448000.0
Anantapur,Rapthadu Road,Land,Agricultural,0,2022,8831000.0
Tirupati,Bairagipatteda,Land,Commercial,0,2022,28295000.0
Ongole,Santhapet,Land,Agricultural,0,2024,5551000.0
Kadapa,Chinna Chowk,Residency,Residential,4,2019,14391000.0
Tirupati,Korlagunta,Residency,Residential,1,2019,17784000.0
Kadapa,Kadapa City,Land,Industrial,0,2023,10772000.0
Rajahmundry,Prakash Nagar,Land,Industrial,0,2018,16206000.0
Vizianagaram,Bondapalli,Land,Residential,0,2020,12144000.0
Kakinada,Sambamurthy Nagar,Residency,Residential,5,2020,29125000.0
Srikakulam,Gujarathipeta,Residency,Residential,4,2022,29691000.0
Kadapa,Yerramukkapalli,Land,Agricultural,0,2019,3258000.0
Chittoor,Greamspet,Residency,Residential,4,2020,10185000.0
Chittoor,Greamspet,Land,Residential,0,2020,4637000.0
Kakinada,NFCL Road,Land,Residential,0,2017,12450000.0
Nellore,Kovur,Residency,Residential,1,2015,12140000.0
Tirupati,Bairagipatteda,Land,Industrial,0,2019,21609000.0
Chittoor,Vellore Road,Residency,Residential,5,2015,11448000.0
Tirupati,Bairagipatteda,Residency,Residential,2,2022,27032000.0
Chittoor,Palamaner Road,Land,Commercial,0,2019,7853000.0
Srikakulam,Gujarathipeta,Residency,Residential,5,2016,25452000.0
Vizianagaram,Pusapatirega,Land,Residential,0,2017,11603000.0
Anantapur,Rudrampeta,Land,Industrial,0,2018,12413000.0
Srikakulam,Srikakulam City,Land,Residential,0,2022,15301000.0
Kadapa,Kadapa City,Land,Industrial,0,2015,7246000.0
Kadapa,Ravindra Nagar,Land,Industrial,0,2020,7205000.0
Kurnool,Panyam,Land,Commercial,0,2015,20878000.0
Rajahmundry,Bommuru,Residency,Residential,2,2023,25270000.0
Vijayawada,Poranki,Land,Residential,0,2017,12449000.0
Ongole,Kurnool Road,Land,Residential,0,2020,8175000.0
Vijayawada,Gollapudi,Land,Commercial,0,2020,21050000.0
Vizianagaram,Denkada,Residency,Residential,5,2023,34631000.0
Kakinada,Ramanayyapeta,Residency,Residential,5,2022,32249000.0
Eluru,Eluru City,Residency,Residential,5,2017,34606000.0
Guntur,Nallapadu,Land,Agricultural,0,2015,3824000.0
Nellore,Magunta Layout,Residency,Residential,3,2016,15614000.0
Nellore,Balaji Nagar,Residency,Residential,2,2016,16292000.0
Nellore,Balaji Nagar,Land,Industrial,0,2015,12681000.0
Tirupati,TUDA Layout,Land,Commercial,0,2022,32566000.0
Visakhapatnam,Rushikonda,Residency,Residential,3,2018,9021000.0
Kakinada,Jagannaickpur,Land,Commercial,0,2016,17338000.0
Ongole,Mangamuru Road,Residency,Residential,1,2024,8907000.0
Tirupati,Renigunta,Land,Residential,0,2024,17962000.0
Anantapur,Maruthi Nagar,Residency,Residential,2,2016,13906000.0
Rajahmundry,Diwancheruvu,Land,Agricultural,0,2020,8611000.0
Srikakulam,Gujarathipeta,Residency,Residential,1,2024,15476000.0
Eluru,Fathepur,Residency,Residential,5,2017,35440000.0
Rajahmundry,Bommuru,Residency,Residential,5,2024,47266000.0
Nellore,Ramalingapuram,Residency,Residential,2,2023,23773000.0
Srikakulam,Navabharat Junction,Land,Industrial,0,2024,20220000.0
Rajahmundry,Danavaipeta,Residency,Residential,3,2017,20741000.0
Kurnool,Nandyal Road,Residency,Residential,2,2015,15121000.0
Kadapa,Rayachoti Road,Land,Agricultural,0,2015,3467000.0
Kadapa,Chinna Chowk,Land,Industrial,0,2020,8536000.0
Kakinada,NFCL Road,Residency,Residential,2,2023,23398000.0
Eluru,Fathepur,Residency,Residential,1,2018,15577000.0
Kurnool,Panyam,Land,Residential,0,2023,21057000.0
Chittoor,Bangarupalem,Land,Commercial,0,2019,8736000.0
Kurnool,Abbas Nagar,Land,Commercial,0,2017,20505000.0
Kurnool,Joharapuram,Residency,Residential,5,2021,41760000.0
Kurnool,Kallur,Residency,Residential,4,2021,29175000.0
Vijayawada,Gunadala,Land,Residential,0,2015,10550000.0
Kakinada,Kakinada Port,Residency,Residential,3,2024,26427000.0
Kakinada,Bhanugudi,Land,Commercial,0,2019,14958000.0
Visakhapatnam,Madhurawada,Residency,Residential,3,2015,6757000.0
Guntur,Nallapadu,Land,Commercial,0,2020,13311000.0
Guntur,Pattabhipuram,Residency,Residential,3,2021,15235000.0
Srikakulam,Amadalavalasa Road,Residency,Residential,4,2019,31594000.0
Guntur,Lakshmipuram,Land,Commercial,0,2016,8739000.0
Srikakulam,Day and Night Junction,Residency,Residential,4,2022,32110000.0
Visakhapatnam,Steel Plant,Land,Agricultural,0,2019,3701000.0
Guntur,Gorantla,Residency,Residential,3,2018,11898000.0
Kurnool,Kurnool City,Land,Agricultural,0,2019,9449000.0
Vizianagaram,Bondapalli,Residency,Residential,2,2023,19642000.0
Rajahmundry,Bommuru,Residency,Residential,4,2017,30972000.0
Srikakulam,Balaga,Land,Industrial,0,2019,14993000.0
Kurnool,Nandyal Road,Residency,Residential,1,2024,16870000.0
Nellore,Podalakur Road,Residency,Residential,1,2022,12458000.0
Vizianagaram,Gajularega,Residency,Residential,3,2022,20682000.0
Vijayawada,Patamata,Land,Agricultural,0,2019,6626000.0
Kadapa,Chinna Chowk,Residency,Residential,1,2018,6441000.0
Vijayawada,Patamata,Land,Residential,0,2017,9965000.0
Vijayawada,Gollapudi,Residency,Residential,5,2017,33521000.0
Anantapur,Anantapur City,Residency,Residential,1,2024,18964000.0
Kakinada,Indrapalem,Residency,Residential,4,2021,27619000.0
Vizianagaram,Vizianagaram City,Land,Industrial,0,2020,15438000.0
Guntur,Tenali Road,Land,Commercial,0,2019,10369000.0
Ongole,Kurnool Road,Land,Residential,0,2017,6790000.0
Tirupati,Bairagipatteda,Land,Commercial,0,2023,30619000.0
Rajahmundry,Morampudi,Residency,Residential,1,2020,17647000.0
Kurnool,Kallur,Land,Commercial,0,2023,23765000.0
Vijayawada,Penamaluru,Residency,Residential,1,2019,13385000.0
Chittoor,Palamaner Road,Residency,Residential,4,2023,13274000.0
Kadapa,Nagarajupalli,Residency,Residential,3,2016,9786000.0
Vijayawada,Gunadala,Residency,Residential,2,2021,20969000.0
Kakinada,Boat Club,Residency,Residential,3,2021,18835000.0
Vizianagaram,Denkada,Residency,Residential,3,2022,23978000.0
Kadapa,Rayachoti Road,Residency,Residential,4,2020,16273000.0
Srikakulam,Arasavilli,Land,Residential,0,2022,11878000.0
Guntur,Arundalpet,Land,Commercial,0,2019,8661000.0
Rajahmundry,Hukumpeta,Residency,Residential,3,2023,37370000.0
Kurnool,C-Camp,Residency,Residential,4,2021,36378000.0
Guntur,Pattabhipuram,Land,Residential,0,2015,6090000.0
Vijayawada,Benz Circle,Residency,Residential,2,2017,14122000.0
Anantapur,Rapthadu Road,Land,Residential,0,2018,12007000.0
Eluru,Eluru City,Residency,Residential,5,2015,31872000.0
Rajahmundry,Prakash Nagar,Residency,Residential,4,2016,24761000.0
Kadapa,Kadapa City,Land,Commercial,0,2022,11713000.0
Eluru,Powerpet,Land,Agricultural,0,2017,5738000.0
Kakinada,Sarpavaram,Residency,Residential,1,2019,14302000.0
Kurnool,Nandyal Road,Residency,Residential,3,2018,20478000.0
